id,case_type,system,instruction,input,output,vertical,views,likes,comments,hours_since_publish,views_per_hour,retention_pct,sentimiento_positivo_pct,sentimiento_neutral_pct,sentimiento_negativo_pct,ocr_relevance_pct,cta_visible,composition_score,hook_type,tone,policy_risk,source_inspiration
118,metricas,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: clínica dental. Título: campaña con enfoque testimonio. Descripción: contenido de tono urgente. Views: 1200. Likes: 23. Comentarios: 5. Horas desde publicación: 120. Views por hora: 10.0. Retención: 72%. Sentimiento positivo: 34%. Sentimiento neutral: 30%. Sentimiento negativo: 36%. OCR text: 'Nueva colección disponible'. Relevancia OCR: 48%. CTA visible: no. Composición visual: 73/100. Riesgo de políticas: medio. Transcripción: usa una historia breve para mostrar el problema del usuario. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **clínica dental** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **negativo**, con una composición de 73/100 y una retención de 72%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **testimonio** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **medio**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",clínica dental,1200,23,5,120,10.0,72,34,30,36,48,no,73,testimonio,urgente,medio,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
119,composicion_visual,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: ONG. Título: campaña con enfoque descuento limitado. Descripción: contenido de tono educativo. Views: 42000. Likes: 2998. Comentarios: 553. Horas desde publicación: 720. Views por hora: 58.3. Retención: 46%. Sentimiento positivo: 22%. Sentimiento neutral: 60%. Sentimiento negativo: 18%. OCR text: 'Compra hoy con descuento limitado'. Relevancia OCR: 84%. CTA visible: no. Composición visual: 66/100. Riesgo de políticas: bajo. Transcripción: incluye un descuento pero el texto visual aparece muy rápido. Palabras frecuentes del público: interesante, dudas, información, tutorial.","### Resumen

El contenido para **ONG** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **neutral**, con una composición de 66/100 y una retención de 46%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **descuento limitado** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",ONG,42000,2998,553,720,58.3,46,22,60,18,84,no,66,descuento limitado,educativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
120,ocr,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: marca de belleza. Título: campaña con enfoque descuento limitado. Descripción: contenido de tono emocional. Views: 15000. Likes: 1252. Comentarios: 225. Horas desde publicación: 24. Views por hora: 625.0. Retención: 61%. Sentimiento positivo: 74%. Sentimiento neutral: 15%. Sentimiento negativo: 11%. OCR text: 'Aprende paso a paso desde cero'. Relevancia OCR: 84%. CTA visible: sí. Composición visual: 51/100. Riesgo de políticas: bajo. Transcripción: explica características, aunque falta una promesa más concreta. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **marca de belleza** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 51/100 y una retención de 61%.

### Hallazgos principales

- La tracción es aceptable, pero conviene validar con un presupuesto controlado.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición visual es débil y puede dispersar la atención del usuario.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **descuento limitado** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",marca de belleza,15000,1252,225,24,625.0,61,74,15,11,84,sí,51,descuento limitado,emocional,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
121,guion,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: clínica dental. Título: campaña con enfoque demostración de producto. Descripción: contenido de tono aspiracional. Views: 15000. Likes: 809. Comentarios: 293. Horas desde publicación: 720. Views por hora: 20.8. Retención: 18%. Sentimiento positivo: 67%. Sentimiento neutral: 22%. Sentimiento negativo: 11%. OCR text: 'Resultados visibles en 7 días'. Relevancia OCR: 24%. CTA visible: no. Composición visual: 81/100. Riesgo de políticas: bajo. Transcripción: muestra el producto en uso y cierra con una invitación. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **clínica dental** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 81/100 y una retención de 18%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es baja; el principal ajuste debe estar en los primeros segundos.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **demostración de producto** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",clínica dental,15000,809,293,720,20.8,18,67,22,11,24,no,81,demostración de producto,aspiracional,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
122,sentimiento,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: gimnasio. Título: campaña con enfoque tutorial rápido. Descripción: contenido de tono corporativo. Views: 78000. Likes: 6178. Comentarios: 1702. Horas desde publicación: 72. Views por hora: 1083.3. Retención: 72%. Sentimiento positivo: 46%. Sentimiento neutral: 18%. Sentimiento negativo: 36%. OCR text: 'Envío gratis por tiempo limitado'. Relevancia OCR: 24%. CTA visible: no. Composición visual: 51/100. Riesgo de políticas: bajo. Transcripción: incluye un descuento pero el texto visual aparece muy rápido. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **gimnasio** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 51/100 y una retención de 72%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es débil y puede dispersar la atención del usuario.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **tutorial rápido** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",gimnasio,78000,6178,1702,72,1083.3,72,46,18,36,24,no,51,tutorial rápido,corporativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
123,sentimiento,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: app financiera. Título: campaña con enfoque historia personal. Descripción: contenido de tono corporativo. Views: 78000. Likes: 5323. Comentarios: 1827. Horas desde publicación: 72. Views por hora: 1083.3. Retención: 46%. Sentimiento positivo: 56%. Sentimiento neutral: 8%. Sentimiento negativo: 36%. OCR text: 'Más de 500 clientes satisfechos'. Relevancia OCR: 59%. CTA visible: no. Composición visual: 42/100. Riesgo de políticas: bajo. Transcripción: usa una historia breve para mostrar el problema del usuario. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **app financiera** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 42/100 y una retención de 46%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es débil y puede dispersar la atención del usuario.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **historia personal** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",app financiera,78000,5323,1827,72,1083.3,46,56,8,36,59,no,42,historia personal,corporativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
124,recomendacion_final,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: servicio B2B. Título: campaña con enfoque tutorial rápido. Descripción: contenido de tono emocional. Views: 3200. Likes: 153. Comentarios: 37. Horas desde publicación: 72. Views por hora: 44.4. Retención: 72%. Sentimiento positivo: 67%. Sentimiento neutral: 15%. Sentimiento negativo: 18%. OCR text: 'Envío gratis por tiempo limitado'. Relevancia OCR: 24%. CTA visible: sí. Composición visual: 51/100. Riesgo de políticas: alto. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: rápido, útil, recomendado, fácil.","### Resumen

El contenido para **servicio B2B** se considera **no recomendable para pauta hasta corregir riesgos**. El sentimiento dominante es **positivo**, con una composición de 51/100 y una retención de 72%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es débil y puede dispersar la atención del usuario.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **tutorial rápido** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **alto**.
- Sentimiento negativo: 18%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",servicio B2B,3200,153,37,72,44.4,72,67,15,18,24,sí,51,tutorial rápido,emocional,alto,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
125,metricas,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: marca de alimentos saludables. Título: campaña con enfoque pregunta directa. Descripción: contenido de tono emocional. Views: 15000. Likes: 1134. Comentarios: 33. Horas desde publicación: 240. Views por hora: 62.5. Retención: 53%. Sentimiento positivo: 22%. Sentimiento neutral: 67%. Sentimiento negativo: 11%. OCR text: ''. Relevancia OCR: 48%. CTA visible: no. Composición visual: 81/100. Riesgo de políticas: bajo. Transcripción: incluye un descuento pero el texto visual aparece muy rápido. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **marca de alimentos saludables** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **neutral**, con una composición de 81/100 y una retención de 53%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **pregunta directa** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",marca de alimentos saludables,15000,1134,33,240,62.5,53,22,67,11,48,no,81,pregunta directa,emocional,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
126,ocr,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: inmobiliaria. Título: campaña con enfoque testimonio. Descripción: contenido de tono educativo. Views: 42000. Likes: 1911. Comentarios: 693. Horas desde publicación: 12. Views por hora: 3500.0. Retención: 38%. Sentimiento positivo: 74%. Sentimiento neutral: 20%. Sentimiento negativo: 6%. OCR text: 'Nueva colección disponible'. Relevancia OCR: 72%. CTA visible: sí. Composición visual: 73/100. Riesgo de políticas: alto. Transcripción: presenta un beneficio claro pero tarda en explicar la oferta. Palabras frecuentes del público: bonito, práctico, confianza, garantía.","### Resumen

El contenido para **inmobiliaria** se considera **no recomendable para pauta hasta corregir riesgos**. El sentimiento dominante es **positivo**, con una composición de 73/100 y una retención de 38%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- El texto en pantalla acompaña bien el mensaje y puede reforzar la conversión.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- El CTA visible ayuda a cerrar la intención.
- El hook de tipo **testimonio** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **alto**.
- Sentimiento negativo: 6%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",inmobiliaria,42000,1911,693,12,3500.0,38,74,20,6,72,sí,73,testimonio,educativo,alto,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
127,sentimiento,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: emprendimiento local. Título: campaña con enfoque testimonio. Descripción: contenido de tono corporativo. Views: 42000. Likes: 4128. Comentarios: 51. Horas desde publicación: 12. Views por hora: 3500.0. Retención: 53%. Sentimiento positivo: 56%. Sentimiento neutral: 8%. Sentimiento negativo: 36%. OCR text: 'Envío gratis por tiempo limitado'. Relevancia OCR: 48%. CTA visible: no. Composición visual: 58/100. Riesgo de políticas: bajo. Transcripción: muestra el producto en uso y cierra con una invitación. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **emprendimiento local** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 58/100 y una retención de 53%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- El texto en pantalla aporta parcialmente, pero debería ser más directo y persistente.
- La composición es funcional, aunque todavía puede ordenarse mejor el foco visual.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **testimonio** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 36%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",emprendimiento local,42000,4128,51,12,3500.0,53,56,8,36,48,no,58,testimonio,corporativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
128,composicion_visual,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: curso online. Título: campaña con enfoque historia personal. Descripción: contenido de tono corporativo. Views: 250000. Likes: 19146. Comentarios: 4561. Horas desde publicación: 6. Views por hora: 41666.7. Retención: 53%. Sentimiento positivo: 67%. Sentimiento neutral: 22%. Sentimiento negativo: 11%. OCR text: 'Aprende paso a paso desde cero'. Relevancia OCR: 37%. CTA visible: no. Composición visual: 88/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: calidad, precio, envío, atención.","### Resumen

El contenido para **curso online** se considera **viable para una prueba de pauta**. El sentimiento dominante es **positivo**, con una composición de 88/100 y una retención de 53%.

### Hallazgos principales

- La tracción temprana es fuerte y puede justificar una prueba rápida de inversión.
- La retención es saludable y sugiere que el contenido logra sostener atención.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es sólida: favorece atención, balance y lectura rápida.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **historia personal** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",curso online,250000,19146,4561,6,41666.7,53,67,22,11,37,no,88,historia personal,corporativo,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
129,metricas,"Eres un analista senior de marketing, contenido audiovisual y pauta digital. Responde siempre en español claro, profesional y accionable. No uses JSON. Usa secciones breves: Resumen, Hallazgos, Riesgos, Recomendaciones y Conclusión.","Genera una recomendación de marketing en español para decidir si este video debe pautarse, mejorarse o descartarse.","Analiza un video de YouTube para pauta. Vertical: marca de alimentos saludables. Título: campaña con enfoque tutorial rápido. Descripción: contenido de tono urgente. Views: 3200. Likes: 104. Comentarios: 13. Horas desde publicación: 120. Views por hora: 26.7. Retención: 38%. Sentimiento positivo: 58%. Sentimiento neutral: 31%. Sentimiento negativo: 11%. OCR text: 'Compra hoy con descuento limitado'. Relevancia OCR: 37%. CTA visible: no. Composición visual: 42/100. Riesgo de políticas: bajo. Transcripción: usa testimonio y prueba social para generar confianza. Palabras frecuentes del público: caro, demora, confuso, reclamo.","### Resumen

El contenido para **marca de alimentos saludables** se considera **viable con ajustes antes de escalar**. El sentimiento dominante es **positivo**, con una composición de 42/100 y una retención de 38%.

### Hallazgos principales

- La tracción inicial es limitada; antes de pautar conviene mejorar el contenido o segmentación.
- La retención es moderada; hay interés, pero el ritmo o el hook pueden reforzarse.
- La relevancia del texto en pantalla es baja; conviene usar copy visual más claro.
- La composición visual es débil y puede dispersar la atención del usuario.
- La falta de CTA visible reduce claridad de acción.
- El hook de tipo **tutorial rápido** puede funcionar si comunica el beneficio en los primeros segundos.

### Riesgos

- Riesgo de políticas: **bajo**.
- Sentimiento negativo: 11%, lo que debe revisarse si supera el nivel esperado para la categoría.
- Si el mensaje principal no aparece rápido, la pieza puede perder rendimiento en móvil.

### Recomendaciones

- Reforzar el beneficio principal en el primer tercio del video.
- Mantener el CTA visible durante los segundos de mayor atención.
- Usar el texto en pantalla para resumir promesa, prueba o urgencia, no como elemento decorativo.
- Probar una variante con hook más directo y menor carga visual.
- Si se pauta, iniciar con presupuesto controlado y comparar retención, CTR y comentarios negativos.

### Conclusión

La pieza puede avanzar si se corrigen los puntos débiles detectados. La decisión final debe depender de si el objetivo es alcance, interacción o conversión directa.",marca de alimentos saludables,3200,104,13,120,26.7,38,58,31,11,37,no,42,tutorial rápido,urgente,bajo,"Curado/sintético para SFT; inspirado en datasets públicos de prompts multilingües y texto social en español, no copia filas textuales."
